Person.id|Post.id|creationDate
10995116277826|77309411636|2012-06-26T20:18:46.389+0000
2199023255633|77309411636|2012-05-26T19:43:31.040+0000
9895604650074|77309411636|2012-09-26T15:27:30.079+0000
10995116277851|77309411636|2012-04-07T09:49:55.921+0000
10995116277857|77309411636|2012-02-02T04:17:59.308+0000
10995116277851|103079215443|2012-07-30T14:28:26.225+0000
10995116277826|103079215445|2012-10-09T07:35:32.370+0000
10995116277851|103079215445|2012-07-25T14:28:14.813+0000
2199023255633|25769804124|2012-02-24T02:48:52.950+0000
10995116277764|103079215495|2012-06-24T19:38:46.095+0000
2199023255625|103079215496|2012-08-19T09:19:39.533+0000
10995116277764|60129542539|2012-03-21T04:35:45.347+0000
7696581394474|60129542539|2012-05-07T23:52:27.908+0000
10995116277826|60129542539|2012-04-04T13:35:38.534+0000
2199023255625|60129542539|2012-09-14T18:19:49.271+0000
10995116277851|60129542539|2012-03-12T10:00:31.185+0000
10995116277764|111669150099|2012-10-17T09:16:49.489+0000
10995116277826|111669150099|2012-08-03T07:53:36.079+0000
10995116277857|111669150099|2012-05-20T00:31:57.037+0000
13194139533352|77309411740|2012-09-29T05:23:51.254+0000
7696581394474|77309411740|2012-05-03T15:22:17.515+0000
10995116277826|77309411740|2012-02-16T12:47:21.921+0000
10995116277851|77309411740|2012-02-21T07:40:11.680+0000
13194139533352|77309411741|2012-09-24T21:14:37.480+0000
7696581394474|77309411741|2012-05-03T12:39:14.123+0000
10995116277826|77309411741|2012-02-21T14:57:46.532+0000
10995116277851|77309411741|2012-02-20T21:32:55.895+0000
2199023255625|77309411759|2012-05-28T08:26:16.708+0000
13194139533352|77309411763|2012-04-03T17:19:02.852+0000
13194139533352|42949673399|2012-06-13T10:38:00.791+0000
7696581394474|42949673399|2011-12-12T21:40:11.029+0000
10995116277826|42949673399|2012-02-24T21:23:48.258+0000
2199023255633|42949673399|2012-02-23T09:31:26.110+0000
10995116277851|42949673399|2012-01-20T22:32:36.005+0000
10995116277857|42949673399|2011-11-29T19:54:31.155+0000
10995116277851|103079215566|2012-08-03T04:04:16.883+0000
7696581394474|34359738860|2012-01-24T00:21:47.711+0000
7696581394474|42949673455|2012-07-14T07:33:29.273+0000
2199023255625|42949673455|2012-02-10T02:26:38.237+0000
2199023255633|42949673455|2011-05-29T04:29:42.802+0000
9895604650074|42949673455|2012-07-11T08:35:33.232+0000
10995116277851|42949673455|2012-07-12T20:09:47.870+0000
10995116277857|42949673455|2012-01-08T12:42:47.180+0000
7696581394474|77309411851|2011-08-16T13:54:57.793+0000
10995116277826|77309411851|2012-05-05T14:36:38.835+0000
2199023255625|77309411851|2012-02-19T12:33:22.173+0000
2199023255633|77309411851|2012-02-10T03:28:56.792+0000
9895604650074|77309411851|2012-09-11T00:20:08.262+0000
10995116277826|120259084885|2012-08-20T07:26:15.327+0000
8796093022251|120259084888|2012-09-23T21:41:26.003+0000
8796093022253|120259084888|2012-10-17T00:38:19.421+0000
7696581394490|120259084888|2012-09-15T14:13:55.818+0000
5497558138940|120259084888|2012-10-11T04:50:39.026+0000
3298534883392|120259084888|2012-09-08T21:48:10.231+0000
10995116277826|120259084888|2012-08-21T21:22:44.200+0000
2199023255628|120259084888|2012-09-20T17:40:08.809+0000
6597069766735|120259084888|2012-09-08T22:05:52.452+0000
10995116277764|103079215719|2012-06-12T10:11:18.887+0000
12094627905567|103079215719|2012-09-27T16:35:43.223+0000
8796093022253|103079215719|2012-08-06T23:37:11.714+0000
7696581394490|103079215719|2012-10-11T05:47:04.629+0000
5497558138940|103079215719|2012-07-25T19:38:47.110+0000
12094627905567|103079215723|2012-09-21T21:40:09.704+0000
10995116277764|120259084943|2012-10-11T20:29:37.138+0000
3298534883350|120259084943|2012-10-03T12:47:28.157+0000
12094627905567|120259084943|2012-08-11T17:20:51.485+0000
2199023255611|120259084943|2012-08-20T15:13:55.815+0000
10995116277826|120259084943|2012-07-05T14:30:03.281+0000
2199023255628|120259084943|2012-08-13T16:42:52.472+0000
12094627905628|120259084943|2012-07-26T18:22:47.439+0000
2199023255611|120259084953|2012-08-17T01:50:08.498+0000
10995116277826|120259084953|2012-07-05T18:04:28.095+0000
15393162788888|25769804469|2012-09-06T14:10:30.212+0000
15393162788888|68719477465|2012-07-26T14:28:20.437+0000
15393162788888|68719477470|2012-07-26T18:52:46.806+0000
13194139533352|68719477470|2012-05-24T15:54:24.271+0000
15393162788888|85899346682|2012-10-04T21:37:46.114+0000
15393162788888|85899346683|2012-10-06T23:14:57.548+0000
15393162788888|60129542918|2012-09-27T18:12:14.519+0000
13194139533352|60129542918|2012-06-22T23:23:16.843+0000
15393162788888|60129542922|2012-09-28T20:26:46.889+0000
13194139533352|42949673821|2012-07-05T07:14:12.518+0000
13194139533352|68719477710|2012-09-11T12:45:16.104+0000
2199023255633|85899346973|2012-04-29T22:35:59.323+0000
2199023255633|85899346976|2012-04-25T15:53:18.565+0000
2199023255633|85899346978|2012-04-27T06:06:55.939+0000
3298534883392|60129543212|2011-06-10T09:07:28.131+0000
2199023255633|60129543212|2012-06-25T15:11:23.188+0000
3298534883392|94489281646|2012-07-10T08:12:49.327+0000
3298534883392|94489281655|2012-07-06T15:27:00.494+0000
2199023255633|94489281655|2012-06-12T21:30:37.506+0000
3298534883392|94489281656|2012-07-08T02:03:18.665+0000
3298534883392|94489281670|2012-03-07T21:13:56.672+0000
2199023255633|94489281670|2012-06-12T22:22:58.548+0000
3298534883392|94489281671|2012-03-07T13:49:55.118+0000
2199023255633|94489281671|2012-06-13T07:53:16.524+0000
15393162788888|120259085481|2012-10-06T13:21:18.344+0000
15393162788888|120259085493|2012-10-05T03:22:54.735+0000
15393162788888|77309412576|2012-10-19T20:47:34.591+0000
16492674416674|34359739678|2012-10-02T22:26:08.334+0000
6597069766688|68719478052|2011-11-08T09:38:31.761+0000
5497558138966|94489281846|2012-06-13T17:15:12.583+0000
6597069766688|42949674305|2011-10-25T04:58:57.741+0000
6597069766688|111669151053|2012-06-14T21:44:30.987+0000
16492674416674|111669151053|2012-10-03T01:48:34.754+0000
3298534883405|111669151053|2012-07-14T16:59:32.606+0000
5497558138966|111669151053|2012-07-08T07:01:15.701+0000
9895604650074|111669151053|2012-09-25T17:53:42.679+0000
3298534883392|34359739732|2012-07-02T02:44:24.451+0000
3298534883405|34359739732|2011-05-08T00:18:44.205+0000
5497558138966|34359739732|2011-08-05T01:14:28.235+0000
9895604650074|34359739732|2012-09-27T17:20:35.886+0000
6597069766688|111669151073|2012-06-20T00:17:08.321+0000
9895604650002|111669151075|2012-07-09T10:09:03.147+0000
6597069766688|111669151075|2012-06-22T16:31:20.819+0000
2199023255611|111669151075|2012-05-13T23:08:17.273+0000
3298534883392|111669151075|2012-10-18T05:27:44.150+0000
9895604650074|111669151075|2012-07-26T08:08:49.678+0000
9895604650002|34359739768|2012-09-10T06:26:38.599+0000
2199023255611|34359739768|2011-03-09T13:05:34.571+0000
3298534883392|34359739768|2011-08-03T22:37:10.577+0000
3298534883405|34359739768|2012-10-07T03:21:22.430+0000
9895604650074|34359739768|2012-10-02T02:49:31.243+0000
6597069766688|111669151103|2012-08-14T04:52:09.327+0000
3298534883392|111669151103|2012-10-08T22:50:49.920+0000
3298534883405|111669151103|2012-09-12T11:17:51.008+0000
6597069766688|42949674389|2012-05-10T12:23:54.372+0000
6597069766688|42949674390|2012-05-12T17:17:42.054+0000
3298534883392|42949674390|2011-06-29T21:42:49.134+0000
5497558138966|42949674390|2011-04-17T06:37:49.289+0000
9895604650074|42949674390|2012-10-01T02:11:06.164+0000
6597069766688|42949674398|2012-05-15T17:15:11.269+0000
3298534883392|42949674398|2011-06-28T05:56:48.934+0000
5497558138966|42949674398|2011-04-17T21:50:15.802+0000
9895604650074|42949674398|2012-10-02T15:29:27.329+0000
6597069766688|42949674419|2012-05-01T00:51:55.614+0000
9895604650074|42949674419|2012-04-10T15:23:15.711+0000
2199023255611|128849020345|2012-09-12T08:59:39.582+0000
5497558138966|128849020345|2012-08-26T11:41:24.148+0000
9895604650002|103079216591|2012-07-11T08:45:03.674+0000
2199023255611|103079216591|2012-10-02T06:46:53.226+0000
3298534883392|103079216591|2012-05-17T00:06:03.266+0000
5497558138966|103079216591|2012-09-28T07:24:11.640+0000
3298534883392|103079216596|2012-05-16T00:14:49.002+0000
9895604650002|103079216603|2012-07-08T06:21:22.715+0000
3298534883392|77309412833|2012-07-11T20:54:53.578+0000
9895604650002|85899347428|2012-03-08T03:47:33.937+0000
6597069766688|85899347428|2011-12-24T03:27:50.385+0000
2199023255611|85899347428|2012-10-05T06:45:32.911+0000
3298534883392|85899347428|2012-02-09T01:23:05.832+0000
9895604650074|85899347428|2012-07-26T21:35:25.489+0000
6597069766664|103079216639|2012-03-10T22:58:50.019+0000
12094627905567|68719478444|2012-08-19T21:52:15.357+0000
3298534883350|94489282232|2012-01-14T12:12:31.831+0000
15393162788888|94489282232|2012-08-31T00:45:33.077+0000
10995116277764|94489282233|2012-09-12T02:41:20.521+0000
3298534883350|94489282233|2012-01-19T10:39:15.514+0000
15393162788888|94489282233|2012-09-01T01:00:59.397+0000
3298534883350|94489282234|2012-01-18T05:03:16.476+0000
10995116277764|94489282248|2012-09-10T06:24:29.463+0000
3298534883350|94489282248|2012-01-18T22:52:01.488+0000
15393162788888|94489282248|2012-09-03T13:12:52.398+0000
10995116277764|94489282249|2012-09-09T21:56:43.557+0000
3298534883350|94489282249|2012-01-20T01:54:04.969+0000
13194139533342|77309413083|2012-10-06T01:53:53.479+0000
12094627905567|77309413083|2012-05-09T20:34:16.925+0000
7696581394474|77309413083|2011-11-09T19:46:12.320+0000
3298534883405|77309413083|2011-12-05T12:50:22.499+0000
15393162788888|111669151466|2012-09-15T03:55:34.101+0000
10995116277764|111669151472|2012-09-18T19:23:03.502+0000
15393162788888|111669151472|2012-09-16T02:55:58.703+0000
12094627905567|111669151472|2012-07-04T17:25:43.088+0000
9895604650036|111669151472|2012-09-18T00:49:55.103+0000
10995116277764|120259086086|2012-08-19T21:17:08.600+0000
3298534883350|120259086086|2012-10-09T10:02:28.591+0000
10995116277764|120259086087|2012-08-19T07:06:17.500+0000
3298534883350|120259086087|2012-10-13T08:45:53.147+0000
9895604650036|94489282324|2012-08-02T11:34:21.960+0000
3298534883350|94489282326|2012-06-13T07:11:49.006+0000
10995116277764|94489282330|2012-03-11T04:13:21.108+0000
3298534883350|94489282330|2012-06-08T18:29:45.404+0000
9895604650036|94489282330|2012-07-30T23:45:47.647+0000
3298534883405|94489282330|2012-10-10T09:17:50.665+0000
3298534883350|77309413177|2012-06-19T06:45:47.804+0000
15393162788888|77309413177|2012-10-05T23:24:22.495+0000
3298534883405|77309413177|2011-12-11T10:05:41.828+0000
3298534883350|77309413183|2012-06-24T06:23:30.070+0000
15393162788888|77309413183|2012-10-06T03:47:19.441+0000
3298534883405|77309413183|2011-12-08T20:46:07.906+0000
3298534883350|77309413184|2012-06-20T09:01:25.347+0000
15393162788888|77309413184|2012-10-07T21:57:17.955+0000
3298534883405|77309413184|2011-12-06T11:40:44.094+0000
3298534883350|77309413190|2012-06-25T05:27:39.621+0000
7696581394490|34359740341|2011-06-11T16:17:32.169+0000
7696581394474|60129544133|2011-11-16T16:43:01.450+0000
7696581394474|60129544134|2011-11-17T14:47:51.416+0000
7696581394474|60129544135|2011-11-18T20:05:23.055+0000
7696581394474|60129544136|2011-11-13T08:06:28.599+0000
3298534883405|103079217116|2012-05-28T01:27:46.608+0000
7696581394474|103079217118|2012-10-18T09:34:55.903+0000
7696581394474|103079217124|2012-10-17T02:37:14.796+0000
3298534883405|103079217124|2012-05-24T18:26:45.924+0000
3298534883405|77309413350|2011-12-06T13:57:57.603+0000
7696581394474|85899347958|2012-10-17T04:44:26.547+0000
3298534883405|85899347958|2011-12-06T11:14:11.575+0000
7696581394474|85899348001|2011-12-28T11:56:34.765+0000
7696581394474|85899348004|2011-12-23T23:33:27.386+0000
7696581394474|94489282608|2012-04-13T04:48:43.453+0000
7696581394474|60129544257|2012-04-21T03:10:38.104+0000
7696581394474|42949675083|2012-07-23T23:04:25.227+0000
7696581394474|60129544311|2011-09-30T07:36:08.516+0000
7696581394474|25769805958|2012-07-21T05:08:49.082+0000
3298534883405|42949675158|2011-07-08T22:20:25.591+0000
7696581394474|34359740572|2011-07-24T14:21:13.550+0000
7696581394474|34359740573|2011-07-25T14:09:51.409+0000
7696581394474|34359740585|2011-07-24T12:31:44.420+0000
3298534883350|111669151948|2012-08-18T00:45:58.533+0000
10995116277764|94489283462|2012-10-15T06:07:57.887+0000
13194139533352|94489283462|2012-10-10T00:04:15.346+0000
8796093022251|94489283462|2012-03-22T12:17:50.130+0000
3298534883350|120259087285|2012-08-31T22:27:21.782+0000
7696581394474|128849021908|2012-10-01T07:58:11.625+0000
10995116277764|85899348951|2012-03-08T19:42:10.226+0000
3298534883350|85899348951|2012-10-09T11:01:11.403+0000
7696581394461|85899348951|2012-06-25T16:11:09.350+0000
13194139533352|85899348951|2012-08-31T10:52:03.273+0000
2199023255593|85899348951|2012-05-14T00:04:38.723+0000
7696581394474|85899348951|2012-02-27T22:04:31.854+0000
8796093022251|85899348951|2012-05-11T19:03:07.997+0000
9895604650036|85899348951|2012-03-11T03:13:41.968+0000
10995116277764|85899348953|2012-03-07T07:13:58.212+0000
3298534883350|85899348953|2012-10-05T18:40:42.415+0000
7696581394461|85899348953|2012-06-26T19:16:38.562+0000
13194139533352|85899348953|2012-09-02T01:56:55.961+0000
2199023255593|85899348953|2012-05-13T11:57:32.451+0000
7696581394474|85899348953|2012-02-28T13:04:21.537+0000
8796093022251|85899348953|2012-05-13T02:39:48.260+0000
9895604650036|85899348953|2012-03-13T09:59:28.824+0000
10995116277764|120259087329|2012-06-28T21:00:16.222+0000
8796093022217|120259087329|2012-09-21T15:19:00.528+0000
13194139533352|120259087329|2012-08-07T01:47:31.617+0000
2199023255593|120259087329|2012-08-05T04:55:50.366+0000
9895604650036|120259087329|2012-08-28T09:16:30.282+0000
10995116277764|120259087341|2012-07-03T09:59:06.583+0000
8796093022217|120259087341|2012-09-22T02:13:03.133+0000
13194139533352|120259087341|2012-08-06T17:25:34.219+0000
2199023255593|120259087341|2012-08-04T21:04:57.936+0000
9895604650036|120259087341|2012-08-29T19:39:50.486+0000
10995116277811|120259087397|2012-06-24T01:50:48.994+0000
9895604650000|68719479847|2011-09-26T12:15:17.964+0000
9895604650002|68719479847|2011-10-13T04:59:29.237+0000
12094627905563|68719479847|2012-02-24T12:40:29.293+0000
7696581394461|68719479847|2011-07-08T04:37:59.827+0000
12094627905567|68719479847|2012-01-24T03:00:29.913+0000
16492674416674|68719479847|2012-09-09T16:46:36.036+0000
13194139533352|68719479847|2012-03-01T13:20:40.167+0000
10995116277811|68719479847|2011-12-10T06:23:02.873+0000
9895604650036|68719479847|2011-09-06T03:18:57.739+0000
10995116277826|68719479847|2011-11-17T05:47:11.359+0000
7696581394433|85899349042|2011-11-14T07:08:34.892+0000
10995116277764|85899349042|2011-12-06T01:25:28.828+0000
8796093022217|85899349042|2011-11-15T17:03:28.754+0000
9895604650000|85899349042|2011-11-17T19:30:19.029+0000
9895604650002|85899349042|2011-11-17T04:54:53.017+0000
12094627905563|85899349042|2012-02-24T16:55:30.258+0000
7696581394461|85899349042|2011-11-18T00:58:40.805+0000
12094627905567|85899349042|2012-01-24T09:41:03.676+0000
16492674416674|85899349042|2012-09-08T01:17:08.600+0000
13194139533352|85899349042|2012-03-05T09:39:48.908+0000
10995116277811|85899349042|2011-12-07T11:14:23.422+0000
9895604650036|85899349042|2011-11-16T08:24:40.652+0000
10995116277826|85899349042|2011-11-17T06:30:00.406+0000
2199023255628|85899349042|2011-11-17T20:15:10.457+0000
3298534883405|85899349042|2011-11-16T02:07:26.646+0000
10995116277851|111669153010|2012-08-13T12:51:00.380+0000
10995116277851|111669153012|2012-08-11T05:54:40.307+0000
10995116277851|111669153013|2012-08-13T11:46:02.717+0000
10995116277851|111669153016|2012-08-08T11:40:52.571+0000
10995116277851|111669153018|2012-08-07T19:28:07.163+0000
10995116277851|111669153022|2012-08-10T08:51:51.934+0000
10995116277851|103079218455|2012-09-24T12:45:03.285+0000
2199023255625|85899349315|2011-11-21T08:35:43.461+0000
7696581394520|85899349315|2011-11-20T17:26:17.908+0000
2199023255625|111669153158|2012-08-31T04:15:21.670+0000
2199023255625|111669153182|2012-08-04T21:49:44.621+0000
7696581394520|111669153182|2012-06-04T02:28:45.050+0000
2199023255625|94489284008|2012-06-17T17:20:40.351+0000
2199023255625|94489284010|2012-06-18T00:40:39.306+0000
2199023255625|94489284016|2012-06-21T15:58:04.003+0000
7696581394474|68719480247|2012-10-06T17:50:18.659+0000
7696581394474|68719480249|2012-10-06T12:07:16.469+0000
7696581394474|77309414880|2012-09-26T23:23:17.305+0000
7696581394474|111669153259|2012-10-05T02:29:19.143+0000
7696581394474|111669153262|2012-10-04T22:13:25.594+0000
7696581394474|111669153269|2012-10-02T23:01:29.249+0000
7696581394474|60129545730|2012-07-07T10:25:09.057+0000
7696581394474|77309414918|2012-03-07T06:51:34.537+0000
7696581394474|77309414922|2012-03-10T22:59:06.759+0000
7696581394474|77309414937|2012-03-09T18:53:01.382+0000
7696581394474|77309415046|2012-10-05T06:05:06.270+0000
7696581394474|77309415053|2012-10-03T17:27:02.495+0000
7696581394474|77309415056|2012-10-02T11:45:29.191+0000
7696581394474|77309415098|2012-02-05T17:33:34.109+0000
12094627905580|120259088213|2012-08-15T16:10:47.927+0000
12094627905580|120259088216|2012-08-11T01:10:11.902+0000
12094627905580|68719480680|2012-06-22T02:43:36.125+0000
3298534883405|68719480680|2011-10-25T11:05:57.929+0000
12094627905580|68719480684|2012-06-26T06:18:09.944+0000
12094627905580|85899349875|2012-10-14T04:57:09.368+0000
12094627905580|85899349877|2012-10-14T22:35:01.546+0000
3298534883405|85899349877|2012-10-07T16:07:57.180+0000
3298534883405|77309415293|2012-05-24T16:20:22.598+0000
3298534883405|77309415301|2012-05-21T02:58:51.458+0000
12094627905580|120259088277|2012-10-18T00:11:47.763+0000
12094627905580|103079219152|2012-06-20T17:39:31.182+0000
12094627905580|60129546223|2012-10-11T21:36:08.719+0000
3298534883405|103079219188|2012-03-04T21:36:56.075+0000
12094627905580|60129546249|2012-08-05T22:50:18.888+0000
12094627905580|60129546250|2012-08-03T15:10:02.709+0000
10995116277764|103079219225|2012-10-04T02:14:28.837+0000
10995116277764|103079219226|2012-10-04T07:32:22.273+0000
10995116277764|103079219229|2012-10-05T01:27:17.972+0000
10995116277764|94489284698|2012-03-20T00:44:00.051+0000
10995116277764|94489284705|2012-03-18T10:32:27.423+0000
10995116277764|111669153909|2012-10-02T12:44:10.321+0000
10995116277764|120259088821|2012-09-18T11:54:04.055+0000
10995116277764|120259088822|2012-09-19T14:16:30.055+0000
10995116277764|120259088824|2012-09-18T16:18:30.579+0000
10995116277764|120259088829|2012-09-14T05:29:06.223+0000
7696581394490|68719481281|2012-02-26T15:19:12.327+0000
10995116277764|111669154296|2012-06-05T10:35:28.175+0000
5497558138908|111669154296|2012-10-03T15:23:42.368+0000
7696581394490|111669154296|2012-06-12T09:03:45.763+0000
2199023255628|111669154296|2012-10-14T23:25:07.059+0000
10995116277764|111669154297|2012-06-05T04:21:06.026+0000
7696581394490|51539612201|2012-07-06T09:40:44.257+0000
5497558138908|60129546810|2012-10-05T01:33:09.048+0000
10995116277764|103079219786|2012-09-05T13:01:56.769+0000
8796093022217|111669154383|2012-07-28T12:12:59.198+0000
5497558138908|111669154383|2012-09-24T19:44:11.691+0000
7696581394490|111669154383|2012-08-03T10:12:43.776+0000
8796093022217|111669154385|2012-07-27T02:13:42.023+0000
5497558138908|111669154385|2012-09-24T20:54:25.270+0000
7696581394490|111669154385|2012-08-07T01:03:24.534+0000
2199023255628|68719481455|2011-10-21T20:02:53.131+0000
5497558138908|77309416052|2011-09-19T04:11:49.824+0000
2199023255628|77309416052|2012-07-04T12:54:03.347+0000
7696581394490|60129546875|2012-01-07T21:24:36.422+0000
8796093022217|128849023625|2012-09-24T22:44:49.719+0000
5497558138908|103079219900|2012-03-08T22:31:25.636+0000
5497558138908|103079219904|2012-03-08T23:48:23.437+0000
2199023255628|103079219904|2012-10-04T11:55:47.007+0000
10995116277764|111669154501|2012-08-04T02:30:05.078+0000
1099511627782|128849023805|2012-09-29T23:49:34.989+0000
7696581394434|111669155133|2012-05-27T19:57:57.437+0000
10995116277764|111669155133|2012-05-26T08:09:21.373+0000
5497558138885|111669155133|2012-05-28T17:52:00.601+0000
12094627905550|111669155133|2012-05-30T10:41:44.746+0000
3298534883350|111669155133|2012-05-31T21:25:54.283+0000
5497558138908|111669155133|2012-05-27T19:43:52.188+0000
7696581394461|111669155133|2012-05-31T10:05:09.630+0000
13194139533342|111669155133|2012-05-31T08:02:51.452+0000
3298534883365|111669155133|2012-05-26T07:57:09.773+0000
2199023255593|111669155133|2012-05-26T12:13:15.737+0000
7696581394474|111669155133|2012-05-26T18:35:04.778+0000
12094627905580|111669155133|2012-05-30T18:20:44.098+0000
8796093022253|111669155133|2012-05-30T01:35:51.451+0000
7696581394479|111669155133|2012-05-27T15:13:41.315+0000
16492674416689|111669155133|2012-09-15T19:15:14.985+0000
9895604650036|111669155133|2012-05-28T21:29:07.664+0000
10995116277826|111669155133|2012-05-26T10:31:36.289+0000
2199023255625|111669155133|2012-05-27T22:45:40.971+0000
14293651161162|111669155133|2012-05-26T06:30:11.693+0000
2199023255628|111669155133|2012-05-28T11:48:46.503+0000
3298534883405|111669155133|2012-05-28T16:07:58.041+0000
94|111669155133|2012-05-30T10:05:23.756+0000
16492674416738|111669155133|2012-10-18T08:59:47.975+0000
10995116277764|103079220548|2012-03-25T23:13:23.993+0000
3298534883350|120259089931|2012-07-08T19:22:34.011+0000
3298534883365|120259089931|2012-07-31T15:34:46.713+0000
8796093022253|120259089931|2012-09-13T07:26:21.080+0000
7696581394479|120259089931|2012-08-06T19:27:05.867+0000
9895604650036|120259089931|2012-07-29T23:44:41.898+0000
2199023255625|120259089931|2012-09-08T01:25:02.764+0000
3298534883350|120259089934|2012-07-09T17:14:22.516+0000
3298534883365|120259089934|2012-07-27T16:15:03.276+0000
8796093022253|120259089934|2012-09-10T22:01:24.988+0000
7696581394479|120259089934|2012-08-11T23:10:09.514+0000
9895604650036|120259089934|2012-07-30T22:53:07.893+0000
2199023255625|120259089934|2012-09-09T22:51:33.677+0000
10995116277764|128849024531|2012-10-09T23:49:29.700+0000
12094627905580|128849024531|2012-09-27T21:20:23.052+0000
12094627905580|128849024538|2012-09-27T13:33:43.200+0000
10995116277764|103079220797|2012-08-05T17:54:09.707+0000
5497558138885|103079220797|2012-04-20T23:19:48.888+0000
3298534883350|103079220797|2012-09-15T18:00:34.271+0000
7696581394461|103079220797|2012-09-07T23:49:57.940+0000
12094627905580|103079220797|2012-04-02T12:11:01.047+0000
10995116277826|103079220797|2012-06-15T20:28:54.851+0000
14293651161162|103079220797|2012-05-16T20:42:46.043+0000
7696581394434|128849024584|2012-10-18T13:33:42.477+0000
13194139533342|103079220826|2012-07-21T03:20:34.760+0000
8796093022253|103079220826|2012-07-07T01:59:56.927+0000
16492674416689|103079220826|2012-10-03T01:49:00.791+0000
9895604650036|103079220826|2012-09-18T19:45:14.565+0000
10995116277826|103079220826|2012-10-07T18:08:29.587+0000
13194139533342|103079220829|2012-07-21T16:27:41.172+0000
7696581394461|128849024622|2012-10-09T03:49:55.339+0000
10995116277826|128849024622|2012-10-14T20:14:31.715+0000
7696581394479|103079220861|2012-06-15T19:12:01.400+0000
3298534883350|103079220880|2012-06-26T14:23:52.034+0000
10995116277764|103079220882|2012-06-16T22:56:16.912+0000
12094627905550|103079220882|2012-04-19T04:46:26.791+0000
3298534883350|103079220882|2012-06-25T21:35:53.908+0000
5497558138908|103079220882|2012-08-20T20:03:43.275+0000
7696581394461|103079220882|2012-06-28T11:01:26.598+0000
3298534883365|103079220882|2012-07-01T11:57:16.496+0000
7696581394474|103079220882|2012-06-08T02:57:02.281+0000
7696581394479|103079220882|2012-09-19T15:33:46.668+0000
9895604650036|103079220882|2012-05-01T21:57:23.610+0000
10995116277826|103079220882|2012-05-10T13:25:43.837+0000
7696581394474|111669155544|2012-09-12T23:03:33.158+0000
3298534883405|103079220985|2012-06-28T18:19:16.169+0000
3298534883405|103079220988|2012-06-25T14:31:55.387+0000
3298534883405|111669155658|2012-10-17T05:34:13.745+0000
3298534883405|103079221088|2012-04-08T04:11:00.544+0000
3298534883405|77309417333|2012-08-15T14:52:56.332+0000
3298534883405|68719482760|2012-09-25T15:11:02.096+0000
3298534883405|68719482761|2012-09-24T02:44:05.226+0000
3298534883405|68719482767|2012-09-27T00:40:42.710+0000
3298534883405|68719482768|2012-09-29T05:27:33.265+0000
3298534883405|68719482791|2012-07-04T11:47:36.988+0000
3298534883405|68719482793|2012-07-06T13:40:50.247+0000
3298534883405|68719482796|2012-07-06T18:58:46.725+0000
3298534883405|68719482807|2011-11-09T21:30:35.290+0000
5497558138966|60129548254|2011-06-08T02:50:37.313+0000
7696581394490|111669155965|2012-06-08T18:45:26.678+0000
15393162788888|85899352206|2012-07-02T04:48:26.617+0000
6597069766664|60129548535|2011-06-11T10:56:03.837+0000
6597069766675|111669156088|2012-05-18T20:17:15.848+0000
5497558138940|34359744766|2011-02-11T05:44:30.605+0000
